,BoatHash,W_score,H_score
972,-8292839121701935006,97,159
973,6953341943624446859,137,74
974,-6096502194209273335,31,12
975,187162081041228794,17,64
976,-7380857977041022856,54,74
977,-4140391725841549470,6,7
978,-5718003130220198788,23,18
979,-8892180825759102562,56,35
980,7563740654458901194,7,12
981,5743475929030307452,24,36
982,8725924084596044704,24,57
983,-2266095134687461959,43,42
984,2428965326695114500,16,21
985,-3390194742608403716,113,147
986,-7280261491936452562,46,22
987,411181078189145372,8,14
988,8295193623725857886,34,29
989,4584814792795494500,41,36
990,8707220610452206769,78,68
991,1375139378584101637,6,6
992,7807508904827515905,6,9
993,-5746737867036910345,6,9
994,-5561470055520865402,79,33
995,6351006053625144020,50,17
996,1889675551046199657,6,6
997,467255496522050592,8,12
998,6189732455555082577,13,6
999,7966530074173815348,2,7
1000,-7686362258785803604,18,9
1001,-6031572031545744983,128,46
1002,-6617362444030290965,150,62
1003,5097280992712283215,17,7
1004,3296854093160275812,21,9
1005,-5750079143277832350,128,42
1006,-1364782868850774380,169,54
1007,-1221520316597158176,20,10
1008,-4173786442410263993,18,12
1009,-7199808483585396139,141,48
1010,8246027855092190019,17,9
1011,2039659383107166976,18,11
1012,-1502330193172194104,8,6
1013,5677726802041028469,26,50
1014,-604312380923654234,45,62
1015,-4929269297622643368,9,9
1016,-6096497107631537201,8,11
1017,4608769946421951074,32,52
1018,-7457679397503446353,9,15
1019,-2144391874957139210,10,16
1020,5481933255231182459,8,12
1021,7674937494221728737,6,12
1022,4079823002947818375,9,12
1023,6696769643287643393,13,6
1024,3332758398091957141,9,6
1025,-5033543671036171762,94,121
1026,744800384821764045,10,12
1027,7821191982423968679,32,20
1028,3089165178041135308,35,58
1029,-3040086598965777234,42,89
1030,8061413227943717513,45,61
1031,6242185549063173601,21,77
1032,8989498175978947027,42,42
1033,-7084439972785524265,14,73
1034,4467189203995106308,31,63
1035,-5371404187290095102,24,69
1036,-8315693434672075355,149,81
1037,-5307925320344383043,12,6
1038,-4545685618662944658,13,6
1039,7902059972671217790,16,7
1040,-2068193323810141665,21,12
1041,3589408539969076391,112,56
1042,6321078814308386741,38,55
1043,-5711435783407640499,23,45
1044,-7145427561718616915,2,4
1045,-1832077881280071193,5,3
1046,1452336068629937013,6,9
1047,8949880340767952779,9,9
1048,302231716516604892,52,151
1049,5786244616074534319,28,32
1050,-38907615413317368,32,36
1051,985207196025795793,23,32
1052,2984313466648624002,38,53
1053,-5857078999739391898,8,10
1054,-3979435970855611678,136,187
1055,-8085702310916208405,101,137
1056,-6742611113573118881,108,95
1057,8826244534151381144,6,8
1058,-8244503009599798190,4,10
1059,2843186519191015943,7,7
1060,6811498750810284815,43,34
1061,-6541179576297819332,4,7
1062,8325647280625924879,6,9
1063,7354389610169323511,9,11
1064,-483981050906774042,7,8
1065,5827122140240010895,10,10
1066,-1675462179740652322,10,12
1067,-7304434440695304072,9,11
1068,5598604384846341131,9,8
1069,4440132907543348512,25,27
1070,7007439163735976520,45,93
1071,3317610137144737069,34,23
1072,-2090914559586257571,2,3
1073,-4133374966048945053,8,24
1074,6419691705474592257,9,20
1075,5926053594374753688,156,139
1076,-6059827381117719526,12,21
1077,8397887772029173565,50,32
1078,6896276610767476005,45,48
1079,2498901651054176700,47,22
1080,1154002136478930989,44,32
1081,-2109027181440881983,33,14
1082,5329841683185421280,9,10
1083,-3992842090801395073,9,6
1084,1436746089644938864,45,25
1085,-996151932480881492,10,13
1086,328313101514780477,12,12
1087,-5642460150026668769,6,9
1088,-8942007823341475765,11,12
1089,-3357892274284789442,7,6
1090,6884108820299198740,27,68
1091,-6423213099060161341,111,35
1092,7989659801473063251,19,37
1093,7729136686513538968,8,6
1094,1602447256945897305,9,6
1095,7761638941715112126,5,19
1096,7466540844467488676,4,6
1097,-4138697028545471736,4,8
1098,8396498690813624277,8,11
1099,-4452633373770281455,5,8
1100,-5992185723644280484,5,8
1101,742793161206635214,53,128
1102,1659043498118504929,4,6
1103,-750679855940138050,4,7
1104,2703380042275353322,41,30
1105,-7511601331697890792,109,51
1106,-9207699155594628721,160,103
1107,267921156562499594,5,8
1108,7871790665726160799,5,8
1109,5267322450419723472,90,35
1110,4850979080056145563,45,29
1111,-9115509161342632011,21,24
1112,7660312514762252944,15,11
1113,8261256921299436449,24,28
1114,1950130909791204966,30,50
1115,-4943869026934677443,7,15
1116,1104882335063895846,2,7
1117,9210212200105109504,45,38
1118,-3620772814576422917,36,91
1119,-8751809948539929576,38,27
1120,8925079010181770910,21,39
1121,-6935833726364416714,36,64
1122,1788418563243967717,6,7
1123,-5531366920796161926,18,23
1124,2870169644616418706,9,12
1125,5456637317281272511,100,71
1126,2400014858873402156,21,35
1127,-82209268835741251,23,25
1128,5406778679454582297,42,55
1129,3452821249554154356,42,55
1130,-6669690781121277108,45,32
1131,8987546007368520133,120,53
1132,-6867948963702093898,93,39
1133,-5552260058925667811,46,29
1134,8503047764766544222,73,76
1135,-3229203554198362673,10,9
1136,3167414892244440087,7,6
1137,1400457455699887200,5,5
1138,2365558053645742537,63,153
1139,91971656818489702,4,5
1140,-5925491383092354387,5,5
1141,4934248938515152410,6,10
1142,8611527920019407263,6,9
1143,885217224747844992,45,32
1144,2773514830729801890,67,22
1145,4996486277283800988,8,28
1146,4395450141069469751,14,29
1147,5703204789569076630,106,21
1148,-7944785001325092048,9,10
1149,679414113987369847,164,134
1150,7527818778004810773,83,121
1151,-8568200526422868344,32,35
1152,-236968369611879297,13,20
1153,-6153679769424942188,52,25
1154,-1833485542607742480,58,48
1155,342502855353865961,19,25
1156,-171995565517775152,40,33
1157,8440495036313575753,9,6
1158,-4659579844066090831,10,16
1159,-4489903057495337495,8,12
1160,-8200495323292511668,6,12
1161,-5252101230366591029,8,17
1162,7391246232325616288,6,9
1163,-1914090139660071426,4,11
1164,3017693543155527651,19,25
1165,7741753471212873197,6,12
1166,-4553728166330832992,8,16
1167,-8548310436434434749,5,11
1168,-4113426919401862378,6,12
1169,-911329538989002668,76,71
1170,-789099944701010433,42,35
1171,4349046227144186954,16,12
1172,-8420495950549751967,29,11
1173,3521650372136670337,30,12
1174,-3418091527087198799,19,7
1175,1869091233943710104,44,34
1176,-6862513855092720720,34,20
1177,6625533544338549190,20,26
1178,-1035203607412393465,9,10
1179,6232163117997420863,5,12
1180,-1842864304408236640,14,16
1181,4616950659334372278,45,48
1182,-527679338510268168,4,7
1183,7679593305640954392,5,26
1184,3019476690675709755,14,9
1185,882906455178160330,68,20
1186,5792378231157190450,8,4
1187,-3102115197354602656,9,9
1188,316996145006744513,6,6
1189,1777389224279519293,5,29
1190,-1537068533434638499,3,22
1191,-5177328341793005508,2,11
1192,7142295547422259996,24,40
1193,-8483960904944096283,17,82
1194,7797771699933096847,16,10
1195,7815836328252884601,59,55
1196,-5708603681492877941,26,122
1197,-7159782110505242924,110,50
1198,-805419115051163566,91,57
1199,7506181107234147183,96,186
1200,1016278871480549076,28,63
1201,4207390811183944698,18,52
1202,-5379081071222043299,76,139
1203,-2724837835481305308,108,118
1204,-2095087379540197430,8,9
1205,-4123055001358506172,6,7
1206,3550688319862518926,8,6
1207,-6039710492794236988,10,9
1208,-4702263976364258495,8,6
1209,-3382956161980799530,5,8
1210,-995120426087426711,5,9
1211,-2908919527122549807,5,9
1212,-4198980386784331475,6,7
1213,-6615380761481162498,5,7
1214,5339119184461698646,9,6
1215,-6071812205725059469,5,9
1216,2807698355956050232,23,8
1217,8402081908000303882,87,53
1218,-2845283772013923514,26,28
1219,-809528698043970774,35,34
1220,-4924997388077717916,41,32
1221,-7315512867664019743,12,36
1222,-2983872657949493140,59,45
1223,-7708591339910232791,87,114
1224,-8050014430604285019,80,111
1225,3490366446733951853,101,119
1226,2702433708274204494,3,7
1227,8046967143722063408,3,6
1228,-2222987227831609106,13,17
1229,-8264273354085672331,46,42
1230,5458354629652893608,89,65
1231,5530707730075625348,67,21
1232,-7701960940852847479,5,34
1233,2846407561942981338,10,52
1234,-7184946001918399673,4,29
1235,2758066615980035732,18,35
1236,-9090700982847186607,6,26
1237,-4495088353655608347,90,53
1238,-8417532596935493661,17,25
1239,2107016576101951100,9,15
1240,-9194889911889149885,10,32
1241,8888445330783152879,9,9
1242,6935249915050455006,4,8
1243,-3176010439050827596,2,6
1244,-4940991335681889079,3,3
1245,1767810820193315888,25,10
1246,-2710327063440053776,24,11
1247,-7004701911158879020,45,127
1248,-2659200165793952152,73,30
1249,-134252937349823555,102,41
1250,-6742469860032039676,53,140
1251,1546887999218884780,10,16
1252,4592125890413821375,95,61
1253,4422992222217663362,17,17
1254,4300609651595347905,13,13
1255,1745823081905008666,16,16
1256,-6237019397506778402,16,12
1257,-5964582356540556811,12,16
1258,2816951053383350846,21,28
1259,-7227202639697511926,38,54
1260,-1208530714409244800,41,59
1261,3073717151659724316,72,93
1262,-5829720593809258075,49,41
1263,2066970926923958923,19,107
1264,11765233803389714,8,22
1265,3804997213860569698,5,7
1266,2765140051121553143,4,9
1267,6918477918049980501,6,10
1268,3504077102822738101,6,12
1269,2652883236580279812,5,9
1270,7532296988453826210,109,112
1271,-5085888110411640730,34,98
1272,-634668736700820879,39,19
1273,5176200441240250319,6,11
1274,-7817740513578190296,125,50
1275,7810499799618608081,8,9
1276,-9130346406335989262,16,25
1277,-3726186350562728344,26,17
1278,-4216641680903135308,9,8
1279,-7588248592922022910,12,25
1280,-8378323673817520213,36,15
1281,-895892229122869676,33,12
1282,1763834435952098186,21,6
1283,-3830530716587349983,27,10
1284,4772135292657957313,24,8
1285,2488199353949290519,43,57
1286,8936867043190181918,19,28
1287,6584798256457449418,164,164
1288,-2876024982753041156,25,56
1289,4891662033899373933,10,8
1290,-8022600621841811574,90,37
1291,-2139514858542759645,46,25
1292,-6312601099112974979,19,16
1293,-5883666543137860639,10,8
1294,-8398636335237657559,35,52
1295,5755556708062715676,9,13
1296,1512375837813847287,13,18
1297,2590100852896019081,83,129
1298,6287440540997597463,53,45
1299,-6092087858307696624,4,3
1300,-8577163657391737055,5,8
1301,-3027607943346693751,5,8
1302,-7131699416723807323,4,9
1303,7484376782417072348,5,6
1304,2802455342087405939,5,8
1305,-8527349701560249636,5,8
1306,-4627858867068204798,3,5
1307,8741851610811687336,2,4
1308,5523658599595334365,4,3
1309,5343930104907991119,3,6
1310,3495117757493599057,5,8
1311,-6233412075899199224,65,38
1312,5477306030029781405,14,38
1313,1945453466647731599,4,8
1314,3950124652442336201,7,6
1315,4290125623959611291,10,7
1316,4782982998494608886,8,6
1317,-6328405841897048832,6,5
1318,2022216710273833020,7,9
1319,4552175188398663088,9,14
1320,-6249465036499138364,141,114
1321,-1209621108176211017,46,49
1322,366519373485031893,26,68
1323,-7594385003542243615,79,181
1324,-1662521079334385171,43,51
1325,5019277483822205017,44,34
1326,-7876080956005441184,13,10
1327,6803113460098003282,5,9
1328,3261033101698142219,3,5
1329,2673339553547438339,4,5
1330,-4561995697317289820,2,5
1331,-3068334176161445145,2,7
1332,414846556731378462,23,12
1333,6348319643944018175,6,6
1334,-4920350363635857498,92,46
1335,-3447769656188357447,6,3
1336,1427517940723958178,1,7
1337,9203287138056401949,71,32
1338,7976998970700459647,1,6
1339,-8535396308615453106,5,4
1340,5121527631569188339,2,8
1341,-891261444721969242,73,69
1342,920263089207791677,4,6
1343,5765193840186138737,1,3
1344,4368363509940667989,3,9
1345,-2466529521830078678,54,80
1346,4384846527150919299,2,5
1347,-7814239019810880588,12,32
1348,-7803820905981442575,26,36
1349,4368361700404438613,28,17
1350,8984010216467196999,28,16
1351,2499425920877094314,4,4
1352,-6227645328251969381,23,21
1353,-8525575887820938274,75,17
1354,-270045329702863634,16,30
1355,8564978926068647304,70,62
1356,-4972830609987063470,43,41
1357,7949244198830137699,48,154
1358,7754221908976371494,36,50
1359,-6103619525252090608,15,46
1360,-7153378627225779100,32,39
1361,-2393365619468304430,35,65
1362,2151894244689582814,33,35
1363,-6138395558848384383,34,45
1364,-8990924548652822667,18,38
1365,-6947520260348684602,5,5
1366,-702350808798490595,5,5
1367,-9041054380520399894,5,9
1368,-8597419750895248099,30,39
1369,-2143273049869323719,15,31
1370,-1645610963816765160,69,136
1371,-7719741161330510195,33,28
1372,6305751389047592809,70,53
1373,4329412348875750598,20,10
1374,-2204715781312820593,24,54
1375,-5697843580807034637,57,33
1376,-1370747807847810803,34,61
1377,4951673268041664103,10,23
1378,2423057987214326545,8,6
1379,1921731035228376739,34,43
1380,8493586664552525582,147,175
1381,7221352522740951548,84,103
1382,6467021025279762022,114,72
1383,-2507230971689806400,45,51
1384,2832577110001451664,8,11
1385,-7292689421619117463,5,7
1386,7675956405772324352,13,37
1387,-8687811183614879389,19,30
1388,4457182056364061806,15,25
1389,-4070955006409324236,8,10
1390,-6168051299003795425,108,155
1391,3605175079843686012,14,18
1392,8543532099114294117,12,13
1393,4853783843229432644,19,21
1394,3639171948105775708,6,9
1395,-164690205674341888,114,47
1396,-5950038987123112899,16,20
1397,325723009585058993,7,8
1398,-7019912663657289669,13,24
1399,6302022159690514726,3,4
1400,9116925768902535208,11,24
1401,3404321237625439326,15,29
1402,5588836478510648266,8,29
1403,-6852447552852770463,12,27
1404,3347873500200023973,26,30
1405,-8113407339724882552,8,29
1406,7597249841080486908,24,34
1407,2203185057614327407,6,25
1408,3557105697655850266,17,33
1409,-4770513864212183104,6,24
1410,204221040142646922,14,31
1411,1198247712979273362,5,6
1412,-5045778804470259909,7,8
1413,-6576861977121281846,6,22
1414,-680507395013017424,36,176
1415,1501458339028885014,24,119
1416,6426296172907774060,5,6
1417,-2406473099709130024,23,16
1418,-7943339587762036841,10,18
1419,-6675835972431999415,6,10
1420,-8697091704048093415,6,19
1421,-4886207415198366416,2,8
1422,-902951357324459789,10,10
1423,5199979114811056013,3,11
1424,-8862207194593109442,3,6
1425,-963607741593067714,2,6
1426,-4927350188652716923,4,4
1427,6493830571515286532,6,3
1428,-5125366290961864866,6,8
1429,-1303734342167096203,7,14
1430,4821909480154295987,54,45
1431,-5652062186671815605,95,138
1432,-8810947547848603541,45,66
1433,8687403094653304308,54,132
1434,-1044925500059523336,5,9
1435,389871421968446930,79,110
1436,7853869262267099487,81,70
1437,4168354730775013375,19,66
1438,-8251301452139419789,26,48
1439,-6990493853634936959,41,34
1440,7103863572964134775,24,17
1441,-2590941935120018519,51,30
1442,5905657129233967901,97,48
1443,-4748756609411841333,15,16
1444,4551984329572369092,5,5
1445,5482299263083601207,6,7
1446,-6953580099316889908,23,13
1447,6060500162521223826,12,5
1448,-8001134399261414402,27,15
1449,-8218366421478103714,16,6
1450,-1325887930617148109,7,10
1451,-386459685898392188,5,9
1452,6003886757665584011,9,14
1453,7235030303031221625,9,19
1454,-766544207462172299,8,16
1455,8228494498334872189,9,13
1456,-44087161551313082,5,5
1457,-1804732588925669017,88,76
1458,-6661948874301848275,4,14
1459,3912005234641464632,9,16
1460,-6063087077809824497,9,12
1461,5233119795436787521,6,9
1462,-4623795365780945772,12,12
1463,-2408855578403223409,11,11
1464,5269466145916526001,10,11
1465,-774617967538315034,6,8
1466,-5482361298658309470,57,51
1467,-1485632502589256769,10,10
1468,58681566677055064,10,8
1469,2432154457282783736,20,11
1470,203878302502095883,9,10
1471,240166884675625382,2,5
1472,-4530834977377094388,89,230
1473,-8057521885583276305,4,3
1474,-6739203667725030388,41,17
1475,6954955257825431328,54,35
1476,6712792736664946736,45,12
1477,3991807354744639520,110,50
1478,-496082161767849439,91,25
1479,-1726100140369631546,132,127
1480,-9138777752391047579,94,70
1481,-6356595359548055454,36,29
1482,-7553044309605828821,5,11
1483,4370399518482634744,43,222
1484,-8820892420894929891,9,22
1485,5777284153708385889,10,38
1486,2447388782843161189,7,19
1487,4749431644865528351,10,20
1488,-2038381872972022304,20,16
1489,5825509601736423370,90,115
1490,4576574224591890401,13,10
1491,-4775773546054814267,95,55
1492,-6332048527151743201,45,22
1493,-6707404933356267657,11,22
1494,8948441776625205308,94,48
1495,-4416304977352633499,15,47
1496,-3583822775441925919,22,16
